repo_name,commit_sha,parent_commit_sha,old_file_path,new_file_path,diff_myers,diff_hist
+    _CubicBC: TypeAlias = Literal[""not-a-knot"", ""clamped"", ""natural"", ""periodic""]
+
 
 def check_value_size(value, mask: npt.NDArray[np.bool_], length: int):
     """"""
@@ -652,7 +656,7 @@ def _akima_interpolate(
     xi: np.ndarray,
     yi: np.ndarray,
     x: np.ndarray,
-    der: int | list[int] | None = 0,
+    der: int = 0,
     axis: AxisInt = 0,
 ):
     """"""
@@ -673,10 +677,8 @@ def _akima_interpolate(
     x : np.ndarray
         Of length M.
     der : int, optional
-        How many derivatives to extract; None for all potentially
-        nonzero derivatives (that is a number equal to the number
-        of points), or a list of derivatives to extract. This number
-        includes the function value as 0th derivative.
+        How many derivatives to extract. This number includes the function
+        value as 0th derivative.
     axis : int, optional
         Axis in the yi array corresponding to the x-coordinate values.
 
@@ -702,9 +704,9 @@ def _cubicspline_interpolate(
     yi: np.ndarray,
     x: np.ndarray,
     axis: AxisInt = 0,
-    bc_type: str | tuple[Any, Any] = ""not-a-knot"",
-    extrapolate=None,
-):
+    bc_type: _CubicBC | tuple[Any, Any] = ""not-a-knot"",
+    extrapolate: Literal[""periodic""] | bool | None = None,
+) -> np.ndarray:
     """"""
     Convenience function for cubic spline data interpolator.
 
","@@ -45,8 +45,12 @@ from pandas.core.dtypes.missing import (
 )
 
 if TYPE_CHECKING:
+    from typing import TypeAlias
+
     from pandas import Index
 
+    _CubicBC: TypeAlias = Literal[""not-a-knot"", ""clamped"", ""natural"", ""periodic""]
+
 
 def check_value_size(value, mask: npt.NDArray[np.bool_], length: int):
     """"""
@@ -652,7 +656,7 @@ def _akima_interpolate(
     xi: np.ndarray,
     yi: np.ndarray,
     x: np.ndarray,
-    der: int | list[int] | None = 0,
+    der: int = 0,
     axis: AxisInt = 0,
 ):
     """"""
@@ -673,10 +677,8 @@ def _akima_interpolate(
     x : np.ndarray
         Of length M.
     der : int, optional
-        How many derivatives to extract; None for all potentially
-        nonzero derivatives (that is a number equal to the number
-        of points), or a list of derivatives to extract. This number
-        includes the function value as 0th derivative.
+        How many derivatives to extract. This number includes the function
+        value as 0th derivative.
     axis : int, optional
         Axis in the yi array corresponding to the x-coordinate values.
 
@@ -702,9 +704,9 @@ def _cubicspline_interpolate(
     yi: np.ndarray,
     x: np.ndarray,
     axis: AxisInt = 0,
-    bc_type: str | tuple[Any, Any] = ""not-a-knot"",
-    extrapolate=None,
-):
+    bc_type: _CubicBC | tuple[Any, Any] = ""not-a-knot"",
+    extrapolate: Literal[""periodic""] | bool | None = None,
+) -> np.ndarray:
     """"""
     Convenience function for cubic spline data interpolator.
 
"
pandas,3e1d6d5bc853bd8bc983291b12aec2dbf477dde6,0e217774782b1bf22039ee81fe7bfea7efb6df89,pandas/core/construction.py,pandas/core/construction.py,"@@ -31,7 +31,6 @@ from pandas.core.dtypes.cast import (
     maybe_cast_to_datetime,
     maybe_cast_to_integer_array,
     maybe_convert_platform,
-    maybe_infer_to_datetimelike,
     maybe_promote,
 )
 from pandas.core.dtypes.common import (
@@ -612,7 +611,15 @@ def sanitize_array(
         if dtype is None:
             subarr = data
             if data.dtype == object and infer_object:
-                subarr = maybe_infer_to_datetimelike(data)
+                subarr = lib.maybe_convert_objects(
+                    data,
+                    # Here we do not convert numeric dtypes, as if we wanted that,
+                    #  numpy would have done it for us.
+                    convert_numeric=False,
+                    convert_non_numeric=True,
+                    convert_to_nullable_dtype=False,
+                    dtype_if_all_nat=np.dtype(""M8[s]""),
+                )
             elif data.dtype.kind == ""U"" and using_string_dtype():
                 from pandas.core.arrays.string_ import StringDtype
 
@@ -659,7 +666,15 @@ def sanitize_array(
             subarr = maybe_convert_platform(data)
             if subarr.dtype == object:
                 subarr = cast(np.ndarray, subarr)
-                subarr = maybe_infer_to_datetimelike(subarr)
+                subarr = lib.maybe_convert_objects(
+                    subarr,
+                    # Here we do not convert numeric dtypes, as if we wanted that,
+                    #  numpy would have done it for us.
+                    convert_numeric=False,
+                    convert_non_numeric=True,
+                    convert_to_nullable_dtype=False,
+                    dtype_if_all_nat=np.dtype(""M8[s]""),
+                )
 
     subarr = _sanitize_ndim(subarr, data, dtype, index, allow_2d=allow_2d)
 
","@@ -31,7 +31,6 @@ from pandas.core.dtypes.cast import (
     maybe_cast_to_datetime,
     maybe_cast_to_integer_array,
     maybe_convert_platform,
-    maybe_infer_to_datetimelike,
     maybe_promote,
 )
 from pandas.core.dtypes.common import (
@@ -612,7 +611,15 @@ def sanitize_array(
         if dtype is None:
             subarr = data
             if data.dtype == object and infer_object:
-                subarr = maybe_infer_to_datetimelike(data)
+                subarr = lib.maybe_convert_objects(
+                    data,
+                    # Here we do not convert numeric dtypes, as if we wanted that,
+                    #  numpy would have done it for us.
+                    convert_numeric=False,
+                    convert_non_numeric=True,
+                    convert_to_nullable_dtype=False,
+                    dtype_if_all_nat=np.dtype(""M8[s]""),
+                )
             elif data.dtype.kind == ""U"" and using_string_dtype():
                 from pandas.core.arrays.string_ import StringDtype
 
@@ -659,7 +666,15 @@ def sanitize_array(
             subarr = maybe_convert_platform(data)
             if subarr.dtype == object:
                 subarr = cast(np.ndarray, subarr)
-                subarr = maybe_infer_to_datetimelike(subarr)
+                subarr = lib.maybe_convert_objects(
+                    subarr,
+                    # Here we do not convert numeric dtypes, as if we wanted that,
+                    #  numpy would have done it for us.
+                    convert_numeric=False,
+                    convert_non_numeric=True,
+                    convert_to_nullable_dtype=False,
+                    dtype_if_all_nat=np.dtype(""M8[s]""),
+                )
 
     subarr = _sanitize_ndim(subarr, data, dtype, index, allow_2d=allow_2d)
 
"
pandas,3e1d6d5bc853bd8bc983291b12aec2dbf477dde6,0e217774782b1bf22039ee81fe7bfea7efb6df89,pandas/core/dtypes/cast.py,pandas/core/dtypes/cast.py,"@@ -97,7 +97,6 @@ if TYPE_CHECKING:
         DtypeObj,
         NumpyIndexT,
         Scalar,
-        npt,
     )
 
     from pandas import Index
@@ -1058,51 +1057,6 @@ def convert_dtypes(
     return inferred_dtype  # type: ignore[return-value]
 
 
-def maybe_infer_to_datetimelike(
-    value: npt.NDArray[np.object_],
-    convert_to_nullable_dtype: bool = False,
-) -> np.ndarray | DatetimeArray | TimedeltaArray | PeriodArray | IntervalArray:
-    """"""
-    we might have a array (or single object) that is datetime like,
-    and no dtype is passed don't change the value unless we find a
-    datetime/timedelta set
-
-    this is pretty strict in that a datetime/timedelta is REQUIRED
-    in addition to possible nulls/string likes
-
-    Parameters
-    ----------
-    value : np.ndarray[object]
-
-    Returns
-    -------
-    np.ndarray, DatetimeArray, TimedeltaArray, PeriodArray, or IntervalArray
-
-    """"""
-    if not isinstance(value, np.ndarray) or value.dtype != object:
-        # Caller is responsible for passing only ndarray[object]
-        raise TypeError(type(value))  # pragma: no cover
-    if value.ndim != 1:
-        # Caller is responsible
-        raise ValueError(value.ndim)  # pragma: no cover
-
-    if not len(value):
-        return value
-
-    # error: Incompatible return value type (got ""Union[ExtensionArray,
-    # ndarray[Any, Any]]"", expected ""Union[ndarray[Any, Any], DatetimeArray,
-    # TimedeltaArray, PeriodArray, IntervalArray]"")
-    return lib.maybe_convert_objects(  # type: ignore[return-value]
-        value,
-        # Here we do not convert numeric dtypes, as if we wanted that,
-        #  numpy would have done it for us.
-        convert_numeric=False,
-        convert_non_numeric=True,
-        convert_to_nullable_dtype=convert_to_nullable_dtype,
-        dtype_if_all_nat=np.dtype(""M8[s]""),
-    )
-
-
 def maybe_cast_to_datetime(
     value: np.ndarray | list, dtype: np.dtype
 ) -> DatetimeArray | TimedeltaArray | np.ndarray:
","@@ -97,7 +97,6 @@ if TYPE_CHECKING:
         DtypeObj,
         NumpyIndexT,
         Scalar,
-        npt,
     )
 
     from pandas import Index
@@ -1058,51 +1057,6 @@ def convert_dtypes(
     return inferred_dtype  # type: ignore[return-value]
 
 
-def maybe_infer_to_datetimelike(
-    value: npt.NDArray[np.object_],
-    convert_to_nullable_dtype: bool = False,
-) -> np.ndarray | DatetimeArray | TimedeltaArray | PeriodArray | IntervalArray:
-    """"""
-    we might have a array (or single object) that is datetime like,
-    and no dtype is passed don't change the value unless we find a
-    datetime/timedelta set
-
-    this is pretty strict in that a datetime/timedelta is REQUIRED
-    in addition to possible nulls/string likes
-
-    Parameters
-    ----------
-    value : np.ndarray[object]
-
-    Returns
-    -------
-    np.ndarray, DatetimeArray, TimedeltaArray, PeriodArray, or IntervalArray
-
-    """"""
-    if not isinstance(value, np.ndarray) or value.dtype != object:
-        # Caller is responsible for passing only ndarray[object]
-        raise TypeError(type(value))  # pragma: no cover
-    if value.ndim != 1:
-        # Caller is responsible
-        raise ValueError(value.ndim)  # pragma: no cover
-
-    if not len(value):
-        return value
-
-    # error: Incompatible return value type (got ""Union[ExtensionArray,
-    # ndarray[Any, Any]]"", expected ""Union[ndarray[Any, Any], DatetimeArray,
-    # TimedeltaArray, PeriodArray, IntervalArray]"")
-    return lib.maybe_convert_objects(  # type: ignore[return-value]
-        value,
-        # Here we do not convert numeric dtypes, as if we wanted that,
-        #  numpy would have done it for us.
-        convert_numeric=False,
-        convert_non_numeric=True,
-        convert_to_nullable_dtype=convert_to_nullable_dtype,
-        dtype_if_all_nat=np.dtype(""M8[s]""),
-    )
-
-
 def maybe_cast_to_datetime(
     value: np.ndarray | list, dtype: np.dtype
 ) -> DatetimeArray | TimedeltaArray | np.ndarray:
"
pandas,3e1d6d5bc853bd8bc983291b12aec2dbf477dde6,0e217774782b1bf22039ee81fe7bfea7efb6df89,pandas/core/internals/construction.py,pandas/core/internals/construction.py,"@@ -24,7 +24,6 @@ from pandas.core.dtypes.cast import (
     dict_compat,
     maybe_cast_to_datetime,
     maybe_convert_platform,
-    maybe_infer_to_datetimelike,
 )
 from pandas.core.dtypes.common import (
     is_1d_only_ea_dtype,
@@ -290,7 +289,18 @@ def ndarray_to_mgr(
     # embedded in an object type
     if dtype is None and infer_object and is_object_dtype(values.dtype):
         obj_columns = list(values)
-        maybe_datetime = [maybe_infer_to_datetimelike(x) for x in obj_columns]
+        maybe_datetime = [
+            lib.maybe_convert_objects(
+                x,
+                # Here we do not convert numeric dtypes, as if we wanted that,
+                #  numpy would have done it for us.
+                convert_numeric=False,
+                convert_non_numeric=True,
+                convert_to_nullable_dtype=False,
+                dtype_if_all_nat=np.dtype(""M8[s]""),
+            )
+            for x in obj_columns
+        ]
         # don't convert (and copy) the objects if no type inference occurs
         if any(x is not y for x, y in zip(obj_columns, maybe_datetime)):
             block_values = [
@@ -485,7 +495,7 @@ def _prep_ndarraylike(values, copy: bool = True) -> np.ndarray:
 
         v = extract_array(v, extract_numpy=True)
         res = maybe_convert_platform(v)
-        # We don't do maybe_infer_to_datetimelike here bc we will end up doing
+        # We don't do maybe_infer_objects here bc we will end up doing
         #  it column-by-column in ndarray_to_mgr
         return res
 
@@ -965,7 +975,15 @@ def convert_object_array(
                 if arr.dtype == np.dtype(""O""):
                     # i.e. maybe_convert_objects didn't convert
                     convert_to_nullable_dtype = dtype_backend != ""numpy""
-                    arr = maybe_infer_to_datetimelike(arr, convert_to_nullable_dtype)
+                    arr = lib.maybe_convert_objects(
+                        arr,
+                        # Here we do not convert numeric dtypes, as if we wanted that,
+                        #  numpy would have done it for us.
+                        convert_numeric=False,
+                        convert_non_numeric=True,
+                        convert_to_nullable_dtype=convert_to_nullable_dtype,
+                        dtype_if_all_nat=np.dtype(""M8[s]""),
+                    )
                     if convert_to_nullable_dtype and arr.dtype == np.dtype(""O""):
                         new_dtype = StringDtype()
                         arr_cls = new_dtype.construct_array_type()
","@@ -24,7 +24,6 @@ from pandas.core.dtypes.cast import (
     dict_compat,
     maybe_cast_to_datetime,
     maybe_convert_platform,
-    maybe_infer_to_datetimelike,
 )
 from pandas.core.dtypes.common import (
     is_1d_only_ea_dtype,
@@ -290,7 +289,18 @@ def ndarray_to_mgr(
     # embedded in an object type
     if dtype is None and infer_object and is_object_dtype(values.dtype):
         obj_columns = list(values)
-        maybe_datetime = [maybe_infer_to_datetimelike(x) for x in obj_columns]
+        maybe_datetime = [
+            lib.maybe_convert_objects(
+                x,
+                # Here we do not convert numeric dtypes, as if we wanted that,
+                #  numpy would have done it for us.
+                convert_numeric=False,
+                convert_non_numeric=True,
+                convert_to_nullable_dtype=False,
+                dtype_if_all_nat=np.dtype(""M8[s]""),
+            )
+            for x in obj_columns
+        ]
         # don't convert (and copy) the objects if no type inference occurs
         if any(x is not y for x, y in zip(obj_columns, maybe_datetime)):
             block_values = [
@@ -485,7 +495,7 @@ def _prep_ndarraylike(values, copy: bool = True) -> np.ndarray:
 
         v = extract_array(v, extract_numpy=True)
         res = maybe_convert_platform(v)
-        # We don't do maybe_infer_to_datetimelike here bc we will end up doing
+        # We don't do maybe_infer_objects here bc we will end up doing
         #  it column-by-column in ndarray_to_mgr
         return res
 
@@ -965,7 +975,15 @@ def convert_object_array(
                 if arr.dtype == np.dtype(""O""):
                     # i.e. maybe_convert_objects didn't convert
                     convert_to_nullable_dtype = dtype_backend != ""numpy""
-                    arr = maybe_infer_to_datetimelike(arr, convert_to_nullable_dtype)
+                    arr = lib.maybe_convert_objects(
+                        arr,
+                        # Here we do not convert numeric dtypes, as if we wanted that,
+                        #  numpy would have done it for us.
+                        convert_numeric=False,
+                        convert_non_numeric=True,
+                        convert_to_nullable_dtype=convert_to_nullable_dtype,
+                        dtype_if_all_nat=np.dtype(""M8[s]""),
+                    )
                     if convert_to_nullable_dtype and arr.dtype == np.dtype(""O""):
                         new_dtype = StringDtype()
                         arr_cls = new_dtype.construct_array_type()
"
pandas,0e217774782b1bf22039ee81fe7bfea7efb6df89,49d1d7501f3c7bc60c191ee3e6151c98d8164937,pandas/_libs/src/datetime/pd_datetime.c,pandas/_libs/src/datetime/pd_datetime.c,"@@ -55,9 +55,23 @@ static int convert_pydatetime_to_datetimestruct(PyObject *dtobj,
   out->month = 1;
   out->day = 1;
 
-  out->year = PyLong_AsLong(PyObject_GetAttrString(obj, ""year""));
-  out->month = PyLong_AsLong(PyObject_GetAttrString(obj, ""month""));
-  out->day = PyLong_AsLong(PyObject_GetAttrString(obj, ""day""));
+  tmp = PyObject_GetAttrString(obj, ""year"");
+  if (tmp == NULL)
+    return -1;
+  out->year = PyLong_AsLong(tmp);
+  Py_DECREF(tmp);
+
+  tmp = PyObject_GetAttrString(obj, ""month"");
+  if (tmp == NULL)
+    return -1;
+  out->month = PyLong_AsLong(tmp);
+  Py_DECREF(tmp);
+
+  tmp = PyObject_GetAttrString(obj, ""day"");
+  if (tmp == NULL)
+    return -1;
+  out->day = PyLong_AsLong(tmp);
+  Py_DECREF(tmp);
 
   // TODO(anyone): If we can get PyDateTime_IMPORT to work, we could use
   // PyDateTime_Check here, and less verbose attribute lookups.
@@ -70,10 +84,29 @@ static int convert_pydatetime_to_datetimestruct(PyObject *dtobj,
     return 0;
   }
 
-  out->hour = PyLong_AsLong(PyObject_GetAttrString(obj, ""hour""));
-  out->min = PyLong_AsLong(PyObject_GetAttrString(obj, ""minute""));
-  out->sec = PyLong_AsLong(PyObject_GetAttrString(obj, ""second""));
-  out->us = PyLong_AsLong(PyObject_GetAttrString(obj, ""microsecond""));
+  tmp = PyObject_GetAttrString(obj, ""hour"");
+  if (tmp == NULL)
+    return -1;
+  out->hour = PyLong_AsLong(tmp);
+  Py_DECREF(tmp);
+
+  tmp = PyObject_GetAttrString(obj, ""minute"");
+  if (tmp == NULL)
+    return -1;
+  out->min = PyLong_AsLong(tmp);
+  Py_DECREF(tmp);
+
+  tmp = PyObject_GetAttrString(obj, ""second"");
+  if (tmp == NULL)
+    return -1;
+  out->sec = PyLong_AsLong(tmp);
+  Py_DECREF(tmp);
+
+  tmp = PyObject_GetAttrString(obj, ""microsecond"");
+  if (tmp == NULL)
+    return -1;
+  out->us = PyLong_AsLong(tmp);
+  Py_DECREF(tmp);
 
   if (PyObject_HasAttrString(obj, ""tzinfo"")) {
     PyObject *offset = extract_utc_offset(obj);
","@@ -55,9 +55,23 @@ static int convert_pydatetime_to_datetimestruct(PyObject *dtobj,
   out->month = 1;
   out->day = 1;
 
-  out->year = PyLong_AsLong(PyObject_GetAttrString(obj, ""year""));
-  out->month = PyLong_AsLong(PyObject_GetAttrString(obj, ""month""));
-  out->day = PyLong_AsLong(PyObject_GetAttrString(obj, ""day""));
+  tmp = PyObject_GetAttrString(obj, ""year"");
+  if (tmp == NULL)
+    return -1;
+  out->year = PyLong_AsLong(tmp);
+  Py_DECREF(tmp);
+
+  tmp = PyObject_GetAttrString(obj, ""month"");
+  if (tmp == NULL)
+    return -1;
+  out->month = PyLong_AsLong(tmp);
+  Py_DECREF(tmp);
+
+  tmp = PyObject_GetAttrString(obj, ""day"");
+  if (tmp == NULL)
+    return -1;
+  out->day = PyLong_AsLong(tmp);
+  Py_DECREF(tmp);
 
   // TODO(anyone): If we can get PyDateTime_IMPORT to work, we could use
   // PyDateTime_Check here, and less verbose attribute lookups.
@@ -70,10 +84,29 @@ static int convert_pydatetime_to_datetimestruct(PyObject *dtobj,
     return 0;
   }
 
-  out->hour = PyLong_AsLong(PyObject_GetAttrString(obj, ""hour""));
-  out->min = PyLong_AsLong(PyObject_GetAttrString(obj, ""minute""));
-  out->sec = PyLong_AsLong(PyObject_GetAttrString(obj, ""second""));
-  out->us = PyLong_AsLong(PyObject_GetAttrString(obj, ""microsecond""));
+  tmp = PyObject_GetAttrString(obj, ""hour"");
+  if (tmp == NULL)
+    return -1;
+  out->hour = PyLong_AsLong(tmp);
+  Py_DECREF(tmp);
+
+  tmp = PyObject_GetAttrString(obj, ""minute"");
+  if (tmp == NULL)
+    return -1;
+  out->min = PyLong_AsLong(tmp);
+  Py_DECREF(tmp);
+
+  tmp = PyObject_GetAttrString(obj, ""second"");
+  if (tmp == NULL)
+    return -1;
+  out->sec = PyLong_AsLong(tmp);
+  Py_DECREF(tmp);
+
+  tmp = PyObject_GetAttrString(obj, ""microsecond"");
+  if (tmp == NULL)
+    return -1;
+  out->us = PyLong_AsLong(tmp);
+  Py_DECREF(tmp);
 
   if (PyObject_HasAttrString(obj, ""tzinfo"")) {
     PyObject *offset = extract_utc_offset(obj);
"
pandas,49d1d7501f3c7bc60c191ee3e6151c98d8164937,4088ec2b5e554e849cfdd571d16511c3a335e845,pandas/tests/io/data/html/banklist.html,pandas/tests/io/data/html/banklist.html,"@@ -18,90 +18,6 @@
 </head>
 <body>
 
-<!-- START of Header -->
-<script type=""text/javascript"" src=""/responsive/header/js/header.js""></script>
-<link rel=""stylesheet"" type=""text/css"" href=""/responsive/header/css/header.css"" />
-<!-- googleac.html includes Autocomplete functionality -->
-<!-- Autocomplete files -->
-<link rel=""stylesheet"" type=""text/css"" href=""/responsive/header/css/jquery.autocomplete.css"" />
-<script type=""text/javascript"" src=""/responsive/js/jquery-1.4.1.min.js""></script>
-<script type=""text/javascript"" src=""/responsive/header/js/jquery.autocomplete-1.4.2.js""></script>
-<script type=""text/javascript"">
-function findValue(li) {
-	if( li == null ) return alert(""No match!"");
-
-	// if coming from an AJAX call, let's use the Id as the value
-	if( !!li.extra ) var sValue = li.extra[0];
-
-	// otherwise, let's just display the value in the text box
-	else var sValue = li.selectValue;
-
-	$('#googlesearch').submit();
-
-}
-function findValue2(li) {
-	if( li == null ) return alert(""No match!"");
-
-	// if coming from an AJAX call, let's use the Id as the value
-	if( !!li.extra ) var sValue = li.extra[0];
-
-	// otherwise, let's just display the value in the text box
-	else var sValue = li.selectValue;
-
-	$('#googlesearch2').submit();
-}
-function selectItem(li) {
-	findValue(li);
-}
-function selectItem2(li) {
-	findValue2(li);
-}
-
-$().ready(function() {
-
-	function log(event, data, formatted) {
-		$(""<li>"").html( !data ? ""No match!"" : ""Selected: "" + formatted).appendTo(""#result"");
-	}
-
-	function formatItem(row) {
-		return row[0] + "" (<strong>id: "" + row[1] + ""</strong>)"";
-	}
-	function formatResult(row) {
-		return row[0].replace(/(<.+?>)/gi, '');
-	}
-
-	$(""#newSearch"").autocomplete(""/searchjs.asp"", {
-		width: 179,
-		autoFill: false,
-		//delay:10,
-		minChars:2,
-		cacheLength: 10,
-		onFindValue:findValue,
-		onItemSelect: selectItem,
-		selectFirst: false
-
-	});
-
-	$(""#search2"").autocomplete(""/searchjs.asp"", {
-		width: 160,
-		autoFill: false,
-		//delay:10,
-		minChars:2,
-		cacheLength: 10,
-		onFindValue:findValue2,
-		onItemSelect: selectItem2,
-		selectFirst: false
-
-	});
-
-});
-
-</script>
-<!-- END CODE NEEDED TO MAKE THE SEARCH BOX WORK -->
-
-<!-- FORESEE Code -->
-<script type=""text/javascript"" src=""/foresee/foresee-trigger.js""></script>
-
 <a href=""#after_header"" class=""responsive_header-skip_header"">Skip Header</a>
 <header>
 <div id=""responsive_header"">
@@ -322,195 +238,6 @@ prepare_responsive_header_nav();
 				<td class=""closing"">April 19, 2013</td>
 				<td class=""updated"">May 16, 2013</td>
 			</tr>
-			<tr>
-				<td class=""institution""><a href=""heritagebank-fl.html"">Heritage Bank of North Florida</a></td>
-				<td class=""city"">Orange Park</td>
-				<td class=""state"">FL</td>
-				<td class=""cert"">26680</td>
-				<td class=""ai"">FirstAtlantic Bank</td>
-				<td class=""closing"">April 19, 2013</td>
-				<td class=""updated"">May 16, 2013</td>
-			</tr>
-			<tr>
-				<td class=""institution""><a href=""firstfederal-ky.html"">First Federal Bank</a></td>
-				<td class=""city"">Lexington</td>
-				<td class=""state"">KY</td>
-				<td class=""cert"">29594</td>
-				<td class=""ai"">Your Community Bank</td>
-				<td class=""closing"">April 19, 2013</td>
-				<td class=""updated"">April 23, 2013</td>
-			</tr>
-			<tr>
-				<td class=""institution""><a href=""goldcanyon.html"">Gold Canyon Bank</a></td>
-				<td class=""city"">Gold Canyon</td>
-				<td class=""state"">AZ</td>
-				<td class=""cert"">58066</td>
-				<td class=""ai"">First Scottsdale Bank, National Association</td>
-				<td class=""closing"">April 5, 2013</td>
-				<td class=""updated"">April 9, 2013</td>
-			</tr>
-			<tr>
-				<td class=""institution""><a href=""frontier-ga.html"">Frontier Bank</a></td>
-				<td class=""city"">LaGrange</td>
-				<td class=""state"">GA</td>
-				<td class=""cert"">16431</td>
-				<td class=""ai"">HeritageBank of the South</td>
-				<td class=""closing"">March 8, 2013</td>
-				<td class=""updated"">March 26, 2013</td>
-			</tr>
-			<tr>
-				<td class=""institution""><a href=""covenant-il.html"">Covenant Bank</a></td>
-				<td class=""city"">Chicago</td>
-				<td class=""state"">IL</td>
-				<td class=""cert"">22476</td>
-				<td class=""ai"">Liberty Bank and Trust Company</td>
-				<td class=""closing"">February 15, 2013</td>
-				<td class=""updated"">March 4, 2013</td>
-			</tr>
-			<tr>
-				<td class=""institution""><a href=""1stregents.html"">1st Regents Bank</a></td>
-				<td class=""city"">Andover</td>
-				<td class=""state"">MN</td>
-				<td class=""cert"">57157</td>
-				<td class=""ai"">First Minnesota Bank</td>
